instance_id,task_type,variant_type,lang,repo,original_split,empirical_success_rate,reward_mean,reward_std,difficulty,difficulty_score,train_recommended,n_f2p_effective,n_p2p_effective,prompt_tokens
opencodeinstruct-59d4ae69f3d9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-853423cf24d1,unittest_function,ut_function,en,,train,0.875,0.9085424394156135,0.24197396082290967,very_easy,1,True,0,0,-1
opencodeinstruct-5defaf560d8d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-9be798b6579f,unittest_function,ut_function,en,,train,0.0,0.6122889809472775,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-3907e6cefb68,unittest_function,ut_function,en,,train,0.375,0.6955142582972916,0.2399365713851963,medium,6,True,0,0,-1
opencodeinstruct-65a168103174,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-bda167ae6637,unittest_function,ut_function,en,,train,0.625,0.7080889289628747,0.39675603898716394,easy,4,True,0,0,-1
opencodeinstruct-6d1decfd754e,unittest_function,ut_function,en,,train,0.5,0.6984968943799849,0.3423031805541883,easy,5,True,0,0,-1
opencodeinstruct-84420c213635,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-64ca40f1ebee,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6a692ba200e4,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-19c6b7942d77,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-7e571325ccae,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c1389d51659c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6ce3e04c40d4,unittest_function,ut_function,en,,train,0.625,0.7849744871391588,0.2775967434399154,easy,4,True,0,0,-1
opencodeinstruct-c05dd70e9535,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c70b96ad8442,unittest_function,ut_function,en,,train,0.875,0.9097222222222222,0.2388525489155533,very_easy,1,True,0,0,-1
opencodeinstruct-192f41d0310d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b6c81c7b495b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-2697a275005b,unittest_function,ut_function,en,,train,0.0,0.4219937887599698,0.18590320061795604,very_hard,10,True,0,0,-1
opencodeinstruct-823b6506425a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-7393e6e3d1ff,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-9759c30ba8f7,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c31a3e7bb28b,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-0c9509247586,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-deb61bf18992,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-62d1ad7e96e3,unittest_pytest,ut_pytest,en,,train,0.375,0.7350850320697486,0.20520225179098708,medium,6,True,0,0,-1
kodcode-5b86be19a726,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-aca7358cf2c4,unittest_function,ut_function,en,,train,0.0,0.11897366596101028,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-4f51ff3f1792,unittest_pytest,ut_pytest,en,,train,0.5,0.6131273182468406,0.3902911444373801,easy,5,True,0,0,-1
kodcode-548d87c3aeea,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-b7f5aab9c285,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-14eaaf4b4efa,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-d81e02936ca7,unittest_pytest,ut_pytest,en,,train,0.25,0.3846526165142849,0.3755745215598427,medium,8,True,0,0,-1
kodcode-ff9ebf41424e,unittest_pytest,ut_pytest,en,,train,0.0,0.14024922359499623,0.023237900077244498,very_hard,10,True,0,0,-1
kodcode-b7001fa400f2,unittest_pytest,ut_pytest,en,,train,0.875,0.9064736659610103,0.2474474209027219,very_easy,1,True,0,0,-1
kodcode-0551bf3fd3d0,unittest_pytest,ut_pytest,en,,train,0.25,0.5745193759558466,0.2814451311401104,medium,8,True,0,0,-1
kodcode-1e9c2d6f5646,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-5f303247290f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-56f646617818,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-411ad61263af,unittest_pytest,ut_pytest,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
kodcode-b6a5af7918ba,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-0f55a10102b1,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-d0f570a87bae,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-4a88970734d0,unittest_function,ut_function,en,,train,0.0,0.1985900603509299,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-0c0a441fbfcc,unittest_pytest,ut_pytest,en,,train,0.0,0.35070615474356664,0.07447431754433755,very_hard,10,True,0,0,-1
kodcode-aee25d27c90f,unittest_pytest,ut_pytest,en,,train,0.0,0.47644985193714345,0.0376778418128584,very_hard,10,True,0,0,-1
kodcode-4cad885cc98b,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-e594edc11e5a,unittest_pytest,ut_pytest,en,,train,0.0,0.4622089663122214,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-1aa974aeeaab,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-8fa8f0637e68,unittest_function,ut_function,ko,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-4b4ef56bdd49,unittest_function,ut_function,ko,,train,0.625,0.6788675134594813,0.41922038976482356,easy,4,True,0,0,-1
opencodeinstruct-dc77964f50de,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-9124ad884fc1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-866a176566c5,unittest_function,ut_function,en,,train,0.125,0.5227473955456118,0.2708411934315052,hard,9,True,0,0,-1
opencodeinstruct-ca8b2d85b79d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d543acd634fa,unittest_function,ut_function,en,,train,0.0,0.5519545672711653,0.0778913931235905,very_hard,10,True,0,0,-1
opencodeinstruct-1bd5dfd76d14,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3c827fa58443,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-1a8acdc6ee99,unittest_function,ut_function,en,,train,0.75,0.9007078722109417,0.1719790101222705,easy,2,True,0,0,-1
opencodeinstruct-e212634e32ed,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f986b99485b6,unittest_function,ut_function,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-a2e9142fd23d,unittest_function,ut_function,en,,train,0.125,0.5246517525491263,0.20607253348507068,hard,9,True,0,0,-1
opencodeinstruct-73156db0286b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-802c7b5fec3d,unittest_function,ut_function,en,,train,0.0,0.6122889809472775,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-7211c74bbc8e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1df6c368e2ea,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0e909fb8f92e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-3970eefbbeee,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-bf2dacc36941,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-1eeba34e3cab,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c6d9bd899cbc,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-e37439938688,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-91250d0b5b67,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-77365ca61da7,unittest_pytest,ut_pytest,en,,train,0.25,0.48409902576697317,0.2978555663486282,medium,8,True,0,0,-1
opencodeinstruct-8f062cd862ab,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b22f648fb073,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-47bcba4e2339,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-7c5ddd9138c8,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-f68cd4a57a21,unittest_pytest,ut_pytest,en,,train,0.0,0.14299844718999244,0.16242270019689192,very_hard,10,True,0,0,-1
kodcode-89f08bbfe454,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-952b80a63c37,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-caa6fa8cd8c9,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-572ff6603b7f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-9f2086a439cf,unittest_pytest,ut_pytest,en,,train,0.625,0.8046881130358566,0.25586063266154035,easy,4,True,0,0,-1
kodcode-bea255bb7a32,unittest_pytest,ut_pytest,en,,train,0.875,0.8875,0.29764702249476643,very_easy,1,True,0,0,-1
kodcode-aa891b8b51b1,unittest_pytest,ut_pytest,en,,train,0.875,0.9140165042944955,0.22749094649275503,very_easy,1,True,0,0,-1
kodcode-220fd9bfbbd8,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-90560f8bdd98,unittest_pytest,ut_pytest,en,,train,0.5,0.6341697576624542,0.3658302423375458,easy,5,True,0,0,-1
kodcode-567d8ff11a92,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-03f4c8bb6299,unittest_pytest,ut_pytest,en,,train,0.0,0.44232659844072886,0.19764235376052375,very_hard,10,True,0,0,-1
kodcode-56cfff2ca602,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-612fb6daa8ae,unittest_pytest,ut_pytest,en,,train,0.375,0.47104101966249684,0.40972986433480124,medium,6,True,0,0,-1
kodcode-053d04841e6c,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-fe75ee00431b,unittest_pytest,ut_pytest,en,,train,0.25,0.5699489742783178,0.24829007546568788,medium,8,True,0,0,-1
kodcode-93b6e67872c0,unittest_pytest,ut_pytest,en,,train,0.0,0.2856155300614687,0.0701560760020114,very_hard,10,True,0,0,-1
kodcode-3330f5e0114d,unittest_pytest,ut_pytest,en,,train,0.625,0.6826246117974981,0.40972986433480124,easy,4,True,0,0,-1
opencodeinstruct-4af7191a5139,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
ko-native-294de5a541cb,unittest_function,ut_function,ko,,train,0.375,0.5096687836487032,0.3798089270108397,medium,6,True,0,0,-1
opencodeinstruct-62269a1d7b61,unittest_function,ut_function,en,,train,0.125,0.360267090063074,0.24265492412162196,hard,9,True,0,0,-1
opencodeinstruct-acd52ccc641a,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-67355225653d,unittest_function,ut_function,en,,train,0.875,0.931424651393039,0.18143331848357855,very_easy,1,True,0,0,-1
opencodeinstruct-bbc91bf8e2cf,unittest_function,ut_function,en,,train,0.0,0.6122889809472775,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-0f7aff6dcb1f,unittest_function,ut_function,en,,train,0.125,0.6607528583288678,0.12822336712161614,hard,9,True,0,0,-1
opencodeinstruct-992792953f1c,unittest_function,ut_function,en,,train,0.875,0.875,0.33071891388307384,very_easy,1,True,0,0,-1
opencodeinstruct-a9b789e97b50,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-79342dd0fb28,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-f2c1c5ce717e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5c26d32910b1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0958556b04a9,unittest_function,ut_function,en,,train,0.0,0.24662391580785148,0.031153861969926325,very_hard,10,True,0,0,-1
opencodeinstruct-71745973b543,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-9e0c9c07eb59,unittest_function,ut_function,en,,train,0.125,0.4546117120893087,0.2958893942828794,hard,9,True,0,0,-1
opencodeinstruct-e2e4dfceedca,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6165cf1a7f48,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-eabca2e7baac,unittest_function,ut_function,en,,train,0.625,0.8442378766968144,0.20250921680214312,easy,4,True,0,0,-1
opencodeinstruct-56ecf3b3a0ee,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-53a760db1043,unittest_function,ut_function,en,,train,0.25,0.6469937887599697,0.20380823108504134,medium,8,True,0,0,-1
opencodeinstruct-e0f014cd6f72,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d161365eaf4f,unittest_function,ut_function,en,,train,0.75,0.75,0.4330127018922193,easy,2,True,0,0,-1
opencodeinstruct-0e5fcccbba5c,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-0d31dd1c3661,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6ec20e85a956,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-7389a4248f6f,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-608c8f77ff16,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-91c019621bab,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-c189835332b0,unittest_pytest,ut_pytest,en,,train,0.75,0.79375,0.3572354790610809,easy,2,True,0,0,-1
kodcode-5a6710b30847,unittest_pytest,ut_pytest,en,,train,0.875,0.94888656650176,0.13523343369098134,very_easy,1,True,0,0,-1
opencodeinstruct-eab7da22daf6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-4ab191f3b707,unittest_pytest,ut_pytest,en,,train,0.375,0.4375,0.4357106264483344,medium,6,True,0,0,-1
kodcode-b0ce802f6833,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-45d03c63b8ae,unittest_pytest,ut_pytest,en,,train,0.375,0.7227721653672741,0.21473975732753828,medium,6,True,0,0,-1
kodcode-276e91e13558,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-52f04486e0d3,unittest_pytest,ut_pytest,en,,train,0.25,0.5024146372980155,0.32952967004248135,medium,8,True,0,0,-1
kodcode-0965abf0c65e,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-bfe63d69e1a0,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-8d614e55adcd,unittest_pytest,ut_pytest,en,,train,0.5,0.6237902432574931,0.3934002809712472,easy,5,True,0,0,-1
kodcode-035a3ac7f4df,unittest_pytest,ut_pytest,en,,train,0.0,0.5761360513115978,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-dedd2a729341,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-52c779b600f5,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-67848227afa9,unittest_pytest,ut_pytest,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-5043ff583049,unittest_pytest,ut_pytest,en,,train,0.875,0.8942082039324993,0.27989878314546757,very_easy,1,True,0,0,-1
kodcode-056655a848ce,unittest_pytest,ut_pytest,en,,train,0.625,0.8410510192418492,0.20520225179098708,easy,4,True,0,0,-1
kodcode-338b91f4485b,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-fa979e29e444,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-16f68a30a84f,unittest_pytest,ut_pytest,en,,train,0.0,0.378854800926934,0.0,unsolved_no_signal,10,False,0,0,-1
kodcode-f08a2a10ad90,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-21563be1b316,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-6699983f9138,unittest_pytest,ut_pytest,en,,train,0.0,0.13239695482936234,0.0857142857142857,very_hard,10,True,0,0,-1
kodcode-6d6639a364d6,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-4e48b366b5f7,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-d988b3e9b89e,unittest_pytest,ut_pytest,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
kodcode-cafda88829ff,unittest_pytest,ut_pytest,en,,train,0.875,0.94888656650176,0.13523343369098134,very_easy,1,True,0,0,-1
ko-native-88c37915a669,unittest_function,ut_function,ko,,train,0.875,0.875,0.33071891388307384,very_easy,1,True,0,0,-1
rstar-5a217587fee6,unittest_stdio,ut_stdio,en,,train,0.0,0.1,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-5b3df4f49b30,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-1f5c2d1647c1,unittest_stdio,ut_stdio,en,,train,0.0,0.48971143170299736,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-f926db6c15bc,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-5732e8231325,unittest_stdio,ut_stdio,en,,train,0.375,0.5928601562793712,0.3894177166218051,medium,6,True,0,0,-1
rstar-85e0741df75b,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-fe22ec9beda9,unittest_stdio,ut_stdio,en,,train,0.625,0.625,0.4841229182759271,easy,4,True,0,0,-1
rstar-1e427bccd29c,unittest_stdio,ut_stdio,en,,train,0.5,0.5964881898031954,0.4344051228050603,easy,5,True,0,0,-1
rstar-efd301d9a15d,unittest_stdio,ut_stdio,en,,train,0.25,0.4951905220415376,0.3141200249332207,medium,8,True,0,0,-1
rstar-cfaaa50a041a,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-b3b410b31fd0,unittest_stdio,ut_stdio,en,,train,0.0,0.1408248290463863,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-61b9732cb3e3,unittest_stdio,ut_stdio,en,,train,0.0,0.1465165199321332,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-e8bb12bcf286,unittest_stdio,ut_stdio,en,,train,0.125,0.23736583225294305,0.2986805554327169,hard,9,True,0,0,-1
rstar-deecf2221587,unittest_stdio,ut_stdio,en,,train,0.0,0.1408248290463863,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-02d52efe542d,unittest_stdio,ut_stdio,en,,train,0.0,0.1408248290463863,0.0,unsolved_no_signal,10,False,0,0,-1
rstar-ff737a4dd9da,unittest_stdio,ut_stdio,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
rstar-cbf79c31e9b1,unittest_stdio,ut_stdio,en,,train,0.75,0.7861792195912176,0.3706578547229969,easy,2,True,0,0,-1
opencodeinstruct-6ef9c746bb84,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-400cb30aec4b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-179ef21ebd44,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-41f7f353c2b7,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-73984791999c,unittest_function,ut_function,en,,train,0.0,0.6122889809472775,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-4d7a3e880446,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-b550c54a499b,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-5451f81dc1e1,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-c64457c6c7b6,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-1a648a0d8c8d,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-32075ffb68ea,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-349768317249,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6fbf74ef226f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-d8fbd24cd8ec,unittest_function,ut_function,en,,train,0.625,0.7194209978830308,0.36222593416483906,easy,4,True,0,0,-1
opencodeinstruct-c0c036e42794,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-599737149fa3,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-14d7201773ff,unittest_function,ut_function,en,,train,0.75,0.9030722452368194,0.1678837959134051,easy,2,True,0,0,-1
opencodeinstruct-ba2784064e34,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-75edd6fb3e8e,unittest_function,ut_function,en,,train,0.625,0.6696151247353789,0.4265250399128975,easy,4,True,0,0,-1
opencodeinstruct-afb77bdc4050,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-6b1b070bb702,unittest_function,ut_function,en,,train,0.0,0.6122889809472775,0.0,unsolved_no_signal,10,False,0,0,-1
opencodeinstruct-7e858cf2856f,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-efdd8a72c80e,unittest_function,ut_function,en,,train,1.0,1.0,0.0,trivial,0,False,0,0,-1
opencodeinstruct-46312dec26f9,unittest_function,ut_function,en,,train,0.125,0.6607528583288678,0.12822336712161614,hard,9,True,0,0,-1
opencodeinstruct-dbfd3133f005,unittest_function,ut_function,en,,train,0.125,0.2125,0.29764702249476643,hard,9,True,0,0,-1
